"id_room","title","source_id","dating_original","dating_start","dating_end","room_functions","iconclasses","iconclassses_level_0","iconclassses_level_1"
"1910","Der Herrschaftsstand in der Schlosskirche","dc3c27a2-51d5-4a18-b489-54f73f956692",,,,,"73G44","7","73"
"1913","Das Kabinett nördlich des Salons","2765ae22-8f59-4164-ba8f-e6fb2946cfe1","1737-1747","1737","1747","CABINETS_ROOMS","11R511,11R7,11R72,23U22,43C11,43C111241,43C11311","1,1,1,2,4,4,4","11,11,11,23,43,43,43"
"1916","Das ehemalige Rote Zimmer / Das Große Fremdenzimmer","8820a5b7-5942-42b8-bae0-c4d574c5abd8",,,,,"25H1,25I,25I3,25I5,25I6,91E4521,92B1,92B1215,92C2,92H521,94P21,97AA2,97CC64,97D18","2,2,2,2,2,9,9,9,9,9,9,9,9,9","25,25,25,25,25,91,92,92,92,92,94,97,97,97"
"1919","Wintergarten","3470be65-e602-4615-829b-8681c0b6ce75",,,,,,,
"1922","Schlosskapelle Sankt Barbara","3f9f22e2-af42-46a0-8dec-4b0bfd7ac518",,,,"ROYAL_CHAPELS_ROOMS","11C11,11G,11G191,11H,11HH(BARBARA)11,11P31131,11Q73241,31E12,41A361,45C13(SWORD),49L73,92B11221","1,1,1,1,1,1,1,1,3,4,4,4,9","11,11,11,11,11,11,11,11,31,41,45,49,92"
"1925","Kirchenraum","8ac90d39-6f5a-4823-be53-4a45e9abfd3d","1718-1723","1718","1723",,"11B33,11C,11D,11G,11Q73241,26A,34B231,44B133,46B2,48C7312,48C7323,48C7334,48C7351,48C7352,48C755,48CC753,71,71E324,73B43,73B93,73D15,73D245,92D1916","1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,9","11,11,11,11,11,11,11,11,11,26,34,44,46,48,48,48,48,48,48,48,48,48,48,48,71,71,71,73,73,73,73,92"
"1928","Kabinett","53f96d08-53aa-47a6-a2d9-7b1d5799d3f9","1715-19","1715","1719",,"92B5","9","92"
"1931","Zimmer mit der Sense des Chronos im östlichen Seitenflügel, heute Chronoszimmer","beacbe60-bd5e-4664-bb32-36aae9522d1d",,,,,,,
"1934","Ehemaliges Schlafzimmer Herzog Eberhard Ludwigs","619bd317-8d24-491f-9590-28ea6cf8ef43",,,,"BEDROOMS",,,
"1937","Die Vorhalle","f82e7e40-2936-4c6c-b1c0-fbd01f0ae206","1730-1731","1730","1731",,"92C4541","9","92"
"1940","Der Grüne Saal","46bba352-78a1-4fce-8005-606231c54c23","1767","1767","1767",,,,
"1943","Das Vestibül","f89547a1-9fef-4f97-8003-4245a1830af3","1732-1752","1732","1752","VESTIBULES","11G,23D4,23D41,23D42,23D43,23D44,25HH,25I1,32B3311,41A12,41C11,41C6,43C11,43C11124,43C1142,48C752,49C122,49N,61F(ALTENKAMP),61F(VELEN)","1,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,6,6","11,23,23,23,23,23,25,25,25,32,41,41,41,43,43,43,48,49,49,61,61"
"1946","Rotes Lackkabinett / Kabinett der Kurfürstin","4916cf04-5cbe-41d8-9fd8-b31f315abcfa",,,,"CABINETS_ROOMS","11N1,11N32,11O12(+0),25F23(LION)(+12),25FF35(PEACOCK),25G3(PALMTREE),26A,26E2,31A71(+0),46A6(+0),46A61,52A6(+1),56FF2,57A71,57AA64","1,1,1,2,2,2,2,2,3,4,4,5,5,5,5","11,11,11,25,25,25,26,26,31,46,46,52,56,57,57"
"1949","Raum 2.12","64b759ea-ad1a-4152-887c-c12cb8f951df",,,,,"25G4111","2","25"
"1952","Die Garderobe (802) - Beschreibung und historische Verwendung","d022e991-2524-4405-aec4-4d9dd27945ea","1680 bis 1683",,,,,,
"1955","Schlafkabinett","a6719302-3353-4907-b4de-b5133cef22b1",,,,"BEDROOMS","92D1916","9","92"
"1958","Der nördliche Vorraum zum Hauptsaal","9e144c10-35c5-4b09-9448-53c9bc2c4316",,,,,,,
"1961","Kleines Zimmer","2319c924-6109-426f-8bb2-95baaa98117c","1685/1690","1685","1690",,"92E121","9","92"
"1967","Das Chinesische Kabinett","47c8f44a-e535-4066-ab5b-9e5d07602a26",,,,,"32B3311,48A98(+746)","3,4","32,48"
"1970","Treppenhaus","bb9a4f1c-0e9b-4c96-850f-537ba646e00a","1700","1700","1700","STAIRWELLS","92B5","9","92"
"1973","Innenraum","3b26d2d4-00f1-46a8-b124-380d66916c5b",,,,,"11M4,23D(+2),480,48C755,49C0,52A51,59B32","1,2,4,4,4,5,5","11,23,48,48,49,52,59"
"1976","Kapelle St. Maria Magdalena","f784be3b-b982-4df8-ae71-f24a362a454b",,,,,"11HH(MARY MAGDALENE)361","1","11"
"1979","Eckzimmer beim Lackkabinett","c59d1fc0-f5f5-4843-9f66-8a656b6629d9",,,,,"23D42","2","23"
"1982","Das sog. Durchgangszimmer im ersten Obergeschoss","c3f208a8-4aed-48e2-91ba-30afb76d5e85","1788-1792","1788","1792",,"43C21,43C213,48A9875","4,4,4","43,43,48"
"1985","Der Dossenberger-Salon im 2. OG.","371368ea-72c5-405c-ba07-6c496c76e8ac","um 1779","1779","1779","MANSION_DINING_ROOMS","11Q7121(CHAPEL),41A12","1,4","11,41"
"1988","Vestibül","2e04d1b0-8d7f-4edd-b6d1-e12a7fbcec86","1748","1748","1748","VESTIBULES",,,
"1991","Die Eingangshalle","ce8f94e1-a905-40c5-b208-9e87b84d9dad","1720-1730","1720","1730","VESTIBULES","48C1","4","48"
"1994","Südöstliches Eckkabinett","c9a913dd-0f55-4c97-afe9-ed85b9810671","1716","1716","1716",,"25F35(Parrot),25G41,31D15,48C244","2,2,3,4","25,25,31,48"
"1997","Empfangs- und Audienzzimmer 847","fb258245-58ff-44ec-8c26-a76649e03c19","um 1700-1703",,,"PRESENCE_CHAMBERS","92B491,96A5(CONCORDIA),96A5(FAMA)","9,9,9","92,96,96"
"2000","Der Hauptsaal","3591826b-ecf4-4681-8a9a-c9175cc8ee24",,,,"HALLS","45B,45B423,45D311,45L3,45M,45M2,46A222,47I221,47I4131","4,4,4,4,4,4,4,4,4","45,45,45,45,45,45,46,47,47"
"2003","unbekannt","cfa07a20-c643-11e9-b733-65672f97cce2",,,,,"73B57","7","73"
"2006","2. Vorkammer (290)","bd500c78-b66e-4018-9638-bc184159ac31","1698/1699","1698","1699","ANTEROOMS",,,
"2009","Saal","38bc9a82-fa05-4187-9f7f-442b188a659c","1725-1729","1725","1729","HALLS","11B11,11B333,11E541,25I153,42A18,92K1,92L3","1,1,1,2,4,9,9","11,11,11,25,42,92,92"
"2012","Die westliche Durchfahrt","21c8e2f0-d1d7-4658-a3ec-f73ae83e5d85","1685-1695","1685","1695",,"96A23","9","96"
"2015","Das sog. Gerichtszimmer","2c13c11a-3c54-4b9f-93eb-63799e61bce2",,,,,"11G,11M41,11M44,25F36(PELICAN),54F121","1,1,1,2,5","11,11,11,25,54"
"2018","Zuschauerraum","4c13e518-78db-477c-afb7-672825aaee9f","1718–1719, 1738, 1749/1750, 1782, 1849","1718","1782","THEATERS_ROOMS","26A,59B32(+11),92D1916","2,5,9","26,59,92"
"2021","Schlafzimmer","e9af6b32-a86d-4730-8fc7-43dd53982d72",,,,"BEDROOMS","23D41,92C451","2,9","23,92"
"2024","Hauptsaal","a71003f4-45f1-4b08-b822-b5b88991b766","1737","1737","1737","MAIN_HALLS","25L,92A,92A1,92B1,92B18,92B2,92B3,92B4,92B5,92C1,92C18,92C2,92C28,92C3,92C371,92C4,92C48,92D13,92D6,94L69,96A23","2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","25,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,94,96"
"2027","Der ehemalige Blaue Salon im ersten Obergeschoss","56207e8b-27fd-4c2b-b369-fb3d81e508e4","1788-1792","1788","1792",,"12B62,31A72(+76),9(+0)","1,3,9","12,31,9(+0)"
"2030","Galerie im Mezzanin des Alten Corps de logis","71ca6915-1dc1-48e8-9c9b-8e2e7916c3ba",,,,,,,
"2033","Audienzzimmer","3a173275-591b-4477-8517-f3022cec79ad",,,,"PRESENCE_CHAMBERS",,,
"2036","Der Rote Saal","90722b5c-b952-492a-a64c-12e1af20c725","1737-1744","1737","1744","PRESENCE_CHAMBERS","11MM33,11N1,25B1,25B2,25B3,25B4,33C215,41A773,43C9,44B10,45A20,47I2213,47I4131,48C7,48C8546,57AA6221,59C2,92C47(+0),92D1,96A5(DIVINA SAPIENTIA),96A5(FIDES),96A5(JUSTITIA),96A5(PAX),96A5(PRUDENTIA),96A5(PUDICITIA),96A5(SAPIENTIA),96A5(SPES)","1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,5,5,9,9,9,9,9,9,9,9,9,9","11,11,25,25,25,25,33,41,43,44,45,47,47,48,48,57,59,92,92,96,96,96,96,96,96,96,96"
"2039","Die Celler Schlosskapelle","0192a0b6-914b-4bd8-b973-4ffda493ab53","15. Jh., Umbau ca. 1565-1576",,,"ROYAL_CHAPELS_ROOMS","11B32,11B323,11D324,11G21,11I3,11I32,11L31,11Q764,11V,57B21,61B2(GEORG- HANNOVER,KOENIG,5)2,61BB2(MARIE- HANNOVER,KOENIGIN)2,71O,71S,73C1,73D322,73D324,73D353,73D756,73E133,73E31,73E5","1,1,1,1,1,1,1,1,1,5,6,6,7,7,7,7,7,7,7,7,7,7","11,11,11,11,11,11,11,11,11,57,61,61,71,71,73,73,73,73,73,73,73,73"
"2042","Die ehemalige Vorkammer an der Gartenseite","8058d3a9-1e5b-4c18-94ff-dd8cc0967e7d","1680","1680","1680","ANTEROOMS","98B(ALEXANDER THE GREAT),98B(ALEXANDER THE GREAT)46","9,9","98,98"
"2045","Winterschlafzimmer","4f288a26-07fb-464a-9144-4d8059e0ec48",,,,"BEDROOMS",,,
"2048","Programm und Synthese","3f952a2d-d2fc-4045-9cb2-d253127b6757","1764-1771","1764","1771","STAIRWELLS",,,
"2051","Raum","c4d45439-f231-4846-8b2c-18f4540b5195","1555","1555","1555",,"25F24(DEER)","2","25"
"2054","Festsaal","d06ae132-0cad-4198-bf8e-1f2caa51d806",,,,"MAIN_HALLS",,,
"2057","Das Vorzimmer","5d60a6fe-3d12-40ce-952d-d7ba7e4b09ba",,,,,,,
"2060","Gartenhaus","d9e98490-c4c2-11e9-8385-59bf93401dce",,,,,"5","5,5","5,5"
"2063","Das so genannte Lebenszimmer","e36bb7d3-9505-4c2d-869b-5c0643ec6d1b","1696-1698","1696","1698",,,,
"2066","Ritterovalsaal von 1719–1721","df50a10a-a007-4e03-a2a3-9605045e65c7","1719-1723","1719","1723",,,,
"2069","Saal","576b47ad-adbb-4c43-a3be-c5b8ce031ce0",,,,,"92H171","9","92"
"2072","Galerie","ae7788bb-a99a-4aa1-bcaa-dcadcc44c75b","1654-1657","1654","1657",,"92C4,94C,94H15,96B21,96C(AENEAS),96C(AENEAS)3(+0),96C(AENEAS)69","9,9,9,9,9,9,9","92,94,94,96,96,96,96"
"2075","Das Tafelzimmer","55e9b122-8483-4e13-a012-750510d43a34","um 1730, um 1770","1730","1770","MANSION_DINING_ROOMS",,,
"2078","Die Schlosskirche","94e117fd-15bc-4056-91c8-f5df4da71db7",,,,,"11C11,11D3252(+0),11G,11G21,11U1,25FF3(PHOENIX),31A511,71A4,71A611,71B33221,71C1271,71E1223,71E1383,71E13852,71E3243,71F363,71H8343,71M84,73A31,73A52,73B25,73B3,73B633,73C121,73C4222,73C713,73D312,73D82(+3),73DD646,73E12,73E425,73E5","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,31,71,71,71,71,71,71,71,71,71,71,71,71,73,73,73,73,73,73,73,73,73,73,73,73,73,73"
"2081","Bacchuszimmer","2e2d5c29-2b5d-4b23-95c8-edd6f3fe9c2e",,,,,"92C455","9","92"
"2084","Das Refektorium im Obergeschoss","6e4dc190-6818-4417-b83e-17bc6b9ac993","1769","1769","1769","BANQUET_HALLS","12A61,25G3(PINE),25HH1,25HH11,41A4,41A641,41A651,41C1,41C51,46A122(BOUSCHAK)1,48C1621,48C8133,52B2(+4),71E12541(+11),73C463,73C7264,92D1916","1,2,2,2,4,4,4,4,4,4,4,4,5,7,7,7,9","12,25,25,25,41,41,41,41,41,46,48,48,52,71,73,73,92"
"2087","Die Brautkammer (803)","fa3b8f26-0f7c-4dbc-8737-f1cabdb23a22","1680","1680","1680","BEDROOMS","23A1,49K10,92B3,92B552,98B(ACHILL)9","2,4,9,9,9","23,49,92,92,98"
"2090","Das Kronkabinett (805)","2180d81b-12ab-458d-88b0-8f56f6d9bc29","1681","1681","1681","BEDROOMS,CABINETS_ROOMS","94R","9,9","94,94"
"2093","Das so genannte Fürstenzimmer","a9a5b710-6d86-4bfd-9929-8705da6e8c72",,,,,"71I334","7","71"
"2096","Veranstaltungssaal und so genannte Kapelle","3b9ec9e7-21ca-4a93-96b6-65545b8ead7f","1502-1507","1502","1507","MAIN_HALLS","41A422,48A98321","4,4","41,48"
"2099","Festsaal","d71b5a48-4311-455c-bafd-db3697f1c5d8","Erbaut 1543/44, 1601 erweiter, 1730 grundlegend erneuert",,,"HALLS","25F36(Swan),25G41,41A7751,41C321,41C341,41C5,41C52,41D2632,42F53,45C11(SPEAR),92B1,92B18(THUNDERBOLT),92B4,92B5,92C3,92C4,92D1916,92D8,92H1,92H18(TRIDENT),96A23,96A28","2,2,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9","25,25,41,41,41,41,41,41,42,45,92,92,92,92,92,92,92,92,92,92,96,96"
"2102","Die Porzellankammer der Kurfürstin","b9b0ac2f-8134-45f5-97d9-8c855fa00352",,,,,"23D41,23D42,23D43,23D44,25B3,25G3(LAUREL),41A773(+3),43C113,44A51(BORUSSIA),44B191,44B192,47I1422,48C510,92B11221,92D1916","2,2,2,2,2,2,4,4,4,4,4,4,4,9,9","23,23,23,23,25,25,41,43,44,44,44,47,48,92,92"
"2108","Musikzimmer","09c3969c-d41c-4ee6-b331-95f72987a921","1766-1771","1766","1771","ANTEROOMS,HALLS",,,
"2111","Prunkkabinett","c9c002a6-0795-4acd-9c0d-45bfdd02101b","1724-1725","1724","1725","CABINETS_ROOMS",,,
"2114","Kabinett der Kurfürstin","2abd731b-54f4-4632-8fe2-f728746c9233",,,,,"25F35,92C1,92D1916","2,9,9","25,92,92"
"2117","Saal","20644088-8edd-4485-be1d-353bf53e0e56",,,,"HALLS",,,
"2120","Die ehemalige Bibliotheksrotunde","e1d5dfec-3078-4f3f-92e8-51ca452dbb3c","1705-1711","1705","1711","LIBRARIES_ROOMS","23A21,24C1,24C12,24C13,24C14,24C19,24C37,91B111,92B371,92B3731,92C271,92C371,92D1,92D1916,92D4,93D21","2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9","23,24,24,24,24,24,24,91,92,92,92,92,92,92,92,93"
"2123","Audienzzimmer","0fd1430c-c5bc-4f46-9de1-db7c93390e61",,,,"PRESENCE_CHAMBERS","11MM44","1","11"
"2126","Das sogenannte Blaue Gemach","bae88ba9-653a-4a3f-b1e9-e8ede67e1581","1686-1688","1686","1688","BEDROOMS","25HH","2","25"
"2129","Das Paradezimmer ""Mohrenzimmer""","bfbfd683-fb40-44be-956a-1e6dd6db8f6a","1718-1720","1718","1720","PRESENCE_CHAMBERS","23D41,23D42,23D43,23D44,25H1(+1),25HH1,25II9,61B2(ADOLPH FRANZ FRIEDRICH VON DER LIPPE)1,61B2(AGNES URSULA LUCIE VON DER LIPPE)1,61B2(MORITZ ANTON JOHANN VON DER LIPPE)1,61B2(OTTILIE URSULA ADOLPHINE VON SCHORLEMER)1,61B2(SOPHIA CATHARINA LUCIA MARIA VIKTORIA VON DER LIPPE)1,61B2(THERESIA SOPHIE VON DER LIPPE)1,61B2(VIKTOR ADOLPH THEODOR VON DER LIPPE)1,61E(VINSEBECK),92B39117","2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,9","23,23,23,23,25,25,25,25,25,25,61,61,61,61,61,61,61,61,61,92"
"2132","Eckparadezimmer oder Tafelgemach","26135694-1dcc-40c5-8ffd-77405f80457c","1718/1719, 1767","1718","1767","MANSION_DINING_ROOMS",,,
"2135","Die vier Ecksäle im Obergeschoss","4b7c8a68-d224-4a6b-9f65-6be4e3af5139","1678-1690","1678","1690",,"23D(+211),23D(+22),23D(+233),23D44,91B11141,92B222,92L17,92L415,92M1,92M2","2,2,2,2,9,9,9,9,9,9","23,23,23,23,91,92,92,92,92,92"
"2138","Raum mit Dekormuster","9ada551c-8b07-4557-8484-30d537162895","17.-18- Jahrhundert",,,,,,
"2141","Salon mit Golddecke","cb726629-bdad-4fae-9c78-ea66948af40a","Datierung: 1745, Erweiterung ab: 1755",,,,,,
"2144","Goldener Salon","f81436bd-3ed3-48f1-9a87-4f3b668e0e65",,,,"HALLS","23R14,25D421,25I9,32B33(TURKS),34B11,41A775,41C3,41C353,41CC42,41D221(TRICORNE),42F53,44G522,45A1,45B3,45C36,45H1,45H3,45I,45I6,45I71,46A12,46B31,46C131,46C144,46C513,46C52,46E1","2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","23,25,25,32,32,32,32,32,34,41,41,41,41,41,42,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46"
"2150","Die Schlossbibliothek","c4b14e54-beae-4efd-9b58-8930f5ed3cc1","1778-1786","1778","1786","LIBRARIES_ROOMS",,,
"2156","Erker des Frundsbergzimmers","d6897797-f71c-422f-86e8-64d5d2c7b921",,,,,"46A122,48A9854,48AA9831,48AA9853","4,4,4,4","46,48,48,48"
"2159","Das Schlafzimmer","0a60a722-3ffb-48ab-a20c-464433f6ffb1","1727-1734","1727","1734","BEDROOMS","23D4,92C371,92C3711,97,98B(OVID)","2,9,9,9,9","23,92,92,97,98"
"2162","Rote Samtkammer (790)","e9a48225-07f8-4c51-b5c0-faf430a7646d",,,,"BEDROOMS","23R13,23R14,24A11,44B191,92D1916","2,2,2,4,9","23,23,24,44,92"
"2168","Audienzzimmer (Abtszimmer)","513bd9e7-debb-4500-95cc-8ecb71c70ad4","1780","1780","1780","PRESENCE_CHAMBERS","25F39,48A9863","2,4","25,48"
"2171","Schlosskapelle","6903b6b7-4340-466d-a93b-aa42c99e26e8","nach 1721",,,"ROYAL_CHAPELS_ROOMS","11B33,11F,73E77","1,1,7","11,11,73"
"2174","Ehemalige Kabinette der Herzogin, heute Roter Saal","87d6ac96-e8af-435d-b54c-ea0dac4cb94b","1692","1692","1692","CABINETS_ROOMS","92C421,95A(PYRAMUS&THISBE)","9,9","92,95"
"2177","Der Thronsaal","42338bd3-a7de-4180-bf64-75daa4460ec1","1729–1733","1729","1733","HALLS","92C2431","9","92"
"2180","Saal","570dbed0-ca6f-11e9-8c61-337f8ac1dbc1","1716-1718, 1799-1801","1716","1801",,"92C351","9","92"
"2183","Großes Schlafgemach im Appartement Kurfürst Friedrichs III.","15dfd86c-178b-4fe8-b45b-f60059ecb380","1685/1690","1685","1690","BEDROOMS","43C1147,48C75,92C35,92C392,92D1916,92L15,96A27","4,4,4,9,9,9,9,9,9","43,43,48,92,92,92,92,92,96"
"2186","Gartensaal","e1705839-b871-4809-aaf2-e81edc9fecc8",,,,"BANQUET_HALLS","25F23(LION)(+12),25F24(BOAR),25F24(STAG),25F33(EAGLE)(+12),25H213,25H216,26B2,34B11,41A3911,41A4231,43C1147,43C11482,44B191,44B192,45C11(SPEAR),45C13(SWORD),45C15(BOW),45C16(RIFLE),45C23,46A122,48C1422,48C30,48C34(POTTERS WHEEL),48C51,48C5151,48C5152,48C5153,48C7352,48C742,92B17,92B18(EAGLE),92B18(THUNDERBOLT),92B373,92B57,92C17,92C3521,92C37,92D1916,92L41,93D1,97C1,97C11","2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9","25,25,25,25,25,25,25,25,26,34,41,41,43,43,43,44,44,45,45,45,45,45,45,45,46,48,48,48,48,48,48,48,48,48,92,92,92,92,92,92,92,92,92,92,93,97,97"
"2189","Schlafzimmer des Feldmarschalls (115)","3e863320-268d-480a-9ae5-f808f8a9ab59",,,,,,,
"2192","Nordöstliches Eckkabinett","821f2826-92c2-4d47-bf2b-5297fa95b6c1","1716","1716","1716","CABINETS_ROOMS","25G21(CHERRY),31D14,42F53,92C3","2,3,4,9","25,31,42,92"
"2198","Drittes Malereikabinett","9206b05e-51a9-4dc8-a179-166fb1f70c04","Datierung: 1750-1756, Zerstörung: 1943, Teilrekonstruktion: um 1960",,,"CABINETS_OF_CURIOSITIES_ROOMS","48C1623","4","48"
"2201","Die ""Groot Döns""","0bb0da53-7353-470b-b0d1-a4d774244b31",,,,,"23D4,23D41,23D42,23D43,23D44,92D1916","2,2,2,2,2,9","23,23,23,23,23,92"
"2204","Eingelegtes Gemach","9fc4f655-66a6-4882-acb9-1de88d1af2de","1570/80","1570","1580",,,,
"2207","Kleist'sche Kammer (831)","f32f7804-7238-41a2-9729-707b79aeb8b8",,,,,"20","2","20"
"2210","Treppenhaus","c9354ffd-2899-4bb1-b88a-e82ca78d9321","1762–1763","1762","1763","STAIRWELLS","11Q621(+4)","1","11"
"2213","Das so genannte Marmorierte Kabinett","b57f9242-4537-49be-9024-dd9400b1a2b7",,,,,,,
"2216","Raum 2","55d3afe1-c789-48a2-943e-8db89a8b27bf",,,,,"23D4","2","23"
"2219","Das erste Vorzimmer","9b15a8ff-a7bb-45b0-916a-ab799d513292","1675-1680, 1710-1720","1675","1720",,,,
"2222","Der Riesensaal im 2. OG","dc084499-7ed8-4ecb-b12b-3b2980f8270e","bis 1696",,,,"44A1,92C2","4,9","44,92"
"2228","Der Chor","d8f00180-4ac7-40a5-adf6-a70c7ea50c6c","Erste Hälfte 12. Jhd., Erneuerung 1597 und 1879-1882",,,,"11G31","1","11"
"2231","Zweites Malereikabinett","852211e9-d09c-48c9-bfb1-59d5f8ed2add","Datierung: 1750-1756, Zerstörung: 1943, Teilrekonstruktion: um 1960",,,"CABINETS_OF_CURIOSITIES_ROOMS","48C1623","4","48"
"2234","Schlosskapelle","8d0cebd8-af31-4ca3-9b43-a248d41f419c","1705-1718","1705","1718","CHAPELS_ROOMS","11F112,11I431,11I5,11I51,73E7,73E77","1,1,1,1,1,7,7","11,11,11,11,11,73,73"
"2237","Hauptsaal","00f23bb7-adea-4053-b5d2-5d3ae3569a2a","1677","1677","1677","MAIN_HALLS","23S1,45A31,98B(ALEXANDERTHEGREAT)(+5),98B(CAESAR)(+5)","2,4,9,9","23,45,98,98"
"2240","Das westliche Frontzimmer (Tageszeitenzimmer)","9392346f-bee8-442a-9475-98da4ca26701","1726-1727","1726","1727",,"71C313,71E1124,71I32,71I326,98B(CURTIUS, M.)68","7,7,7,7,9","71,71,71,71,98"
"2243","Der Saal","0e34b3d4-7156-4a3f-b29a-3bc2fe03e6c5","1624-1683","1624","1683","HALLS","25F23(FOX),25F24(DEER),25F24(STAG),25F6,31D1122,31D11222,41A622,41B214,42,42A311,42B,42F5,42G211,42G222,43C11123,43C11124,43C128,43C4154,43C7147,43C92,44B1,44BB1,46B21,46C131,46C13141(BLACK HORSE),46C13141(WHITE HORSE),48C7532,61BB112","2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6","25,25,25,25,31,31,41,41,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,44,44,46,46,46,46,46,48,61"
"2246","Die Kapelle","4aab814a-a946-4d8a-9c33-a2d9d534071b","1692, 1707, 1827","1692","1707","ROYAL_CHAPELS_ROOMS","11D3,11F2,11G,11H(JOSEF)68,47D8,73E81(+31)","1,1,1,1,4,7","11,11,11,11,47,73"
"2249","Das Vorzimmer (Musikzimmer, Musiksalon)","d4245dd8-7a5c-4657-bbd6-0f33600352c2","Ausbau in den 1730ern",,,"ANTEROOMS","44B191,44B192,55C221,92B5,92C,92C2,92C278,92D1916(+8),93D1","4,4,5,9,9,9,9,9,9","44,44,55,92,92,92,92,92,93"
"2252","gemeinsames Zwischengemach","c3a93838-9e97-4f85-9994-d15c5729f768","1698-1700","1698","1700",,,,
"2255","Die ehemalige Garderobe","e499230b-f374-4f52-935e-c932a9619838","1680","1680","1680","WARDROBES_ROOMS","71P4142","7","71"
"2258","Das so genannte Perseus-Zimmer","585cccbf-9702-454c-aa8b-e0b509ead056",,,,,,,
"2261","Kaisersaal","3830a31a-a921-4130-af05-1df44d873d11","1704","1704","1704",,"11Q73241,25F716(Lobster),25G21(FIG),25G21(POMEGRANATE),25G21(Pumpkin),25G41(Rose),41A773,41A7751,41C326,41C653,47I4223,71C1224,71C1284,71C213,71H2443,71M531,73C6113,73C612,92D191","1,2,2,2,2,2,4,4,4,4,4,4,4,7,7,7,7,7,7,7,9","11,25,25,25,25,25,41,41,41,41,41,41,47,71,71,71,71,71,73,73,92"
"2264","Der Hauptsaal","548f4d35-1934-4aca-85cd-1aa7c10c2868",,,,"HALLS","92B3711,92L27,94S32","9,9,9","92,92,94"
"2267","Das Schlafzimmer des Herzogs","814f6e42-6163-4332-bc1c-28b97e26b1c8","1680-1686","1680","1686","BEDROOMS","25HH","2,2","25,25"
"2270","Der Saal im Schönhof","d5d5b287-aaed-416a-a81d-bf4241c616b2","1721, 1775","1721","1775","HALLS","25FF22,25FF411,25G21,31B521,41D2212,43C7,43C7118,43C9,47I1111,47I4221,48A98211,48A98333,48A9854,48A9871,48A9872,48A9874,48A9875,48A9877,48AA9831,48AA98341,48C,48C14,48C1611,48CC73511,61BB111(+513),92B5722,92C2,92D1916,92D425,92L1,92L18,92L1913,92L4,94L24(+0)","2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,9,9,9,9,9,9,9,9,9,9,9,9,9","25,25,25,31,41,43,43,43,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,61,92,92,92,92,92,92,92,92,92,92,92,92,94"
"2273","Das Schlafzimmer der Kurfürstin","4ab3f7f4-d8e4-4601-a311-4bb954a0f7e9",,,,"BEDROOMS","23R,92D1916","2,9","23,92"
"2279","Das Bänderzimmer","9553b545-95e7-4ec8-9638-edf6805fef3d","1780-1790","1780","1790","ANTEROOMS","25G21(APPLE),41A6711,41A7751,41D26612,43C11482,45C15(BOW AND ARROW),45C15(SPEAR),47I1421,47I15(SICKLE),47I4223,48C5152,48C5153,61BB111(+513)","2,4,4,4,4,4,4,4,4,4,4,4,6","25,41,41,41,43,45,45,47,47,47,48,48,61"
"2282","Das Vestibül","6987dc6a-7677-4574-952b-f5f6ec9ae728","1721","1721","1721","VESTIBULES","92C18(Peacock),92C4,92C454,92D1","9,9,9,9","92,92,92,92"
"2285","Programm und Synthese","c3b6119f-9900-46d4-a4c8-a2f5515923e4","um 1720","1720","1720","CABINETS_OF_CURIOSITIES_ROOMS",,,
"2288","Speisesaal","5a573bb9-b64f-4b45-a11a-a9750038cf63","1706-1710","1706","1710","BANQUET_HALLS",,,
