id_room,title,source_id,dating_original,dating_start,dating_end,room_functions,iconclasses,iconclassses_level_0,iconclassses_level_1
2441,Das ehemalige Audienzzimmer Herzogs Friedrich III.,99f7535b-3387-4b18-a026-a82623d56ff9,1724-1732,1724.0,1732.0,PRESENCE_CHAMBERS,"92B37,92C271,92D421,92D422,92D423,92D424,92D425,92D426,92D427,92D428,92D429","9,9,9,9,9,9,9,9,9,9,9","92,92,92,92,92,92,92,92,92,92,92"
2459,Der Hauptsaal,64635f74-e187-4b75-852c-bc2855185f20,1718-1720,1718.0,1720.0,MAIN_HALLS,"48C75,92B1,92B18(EAGLE),92B18(THUNDERBOLT),92B4,92C4,92D1916","4,9,9,9,9,9,9","48,92,92,92,92,92,92"
2480,Der Innenraum,76c08ba9-082e-4ab7-a8f9-2214ee63aa8c,1740-1742,1740.0,1742.0,ROYAL_CHAPELS_ROOMS,"11H(FELIX),11H(FRANCIS),11H(FRANCISOFPAOLA),11H(JOHNNEPOMUK),11H(JOSEPH),11H(SERAPHINOFMONTEGRANARO),11HH(CLARE),11Q7513(LAURENCE)(+2),73E77","1,1,1,1,1,1,1,1,7","11,11,11,11,11,11,11,11,73"
2522,Schlafzimmer des Freiherrn,1743807d-688f-4dca-944c-61f5353a177e,1698-1700,1698.0,1700.0,BEDROOMS,92C38(HIRSCH),9,92
2534,Der Ostvorsaal,e7fa3d86-b1ca-41fc-9aa8-0b8d2bd0172d,1643-1646,1643.0,1646.0,ANTE_HALLS,"48A9872,48A9879","4,4","48,48"
2540,Westliches Kabinett,be4ad6ae-8c1d-40c6-8b15-d810c2852fe6,1680/1684,1680.0,1684.0,CABINETS_ROOMS,"44B113,44B191,44B192,61D(Prussia),92D1916","4,4,4,6,9","44,44,44,61,92"
2558,Der so genannte Silbergraue Salon,207df8a1-3c3a-4f1d-b938-39a9ba438e96,"1725-1730, 1828, 1898.",1725.0,1730.0,ANTE_HALLS,"25F23(LION),25F33(Falcon),25F35(COCKATOO),25F35(Parrot),25F35(Peacock),25F37(HERON)","2,2,2,2,2,2,2,2,2,2,2,2","25,25,25,25,25,25,25,25,25,25,25,25"
2558,Der so genannte Silbergraue Salon,207df8a1-3c3a-4f1d-b938-39a9ba438e96,"1725-1730, 1828, 1898.",1725.0,1730.0,HALLS,"25F23(LION),25F33(Falcon),25F35(COCKATOO),25F35(Parrot),25F35(Peacock),25F37(HERON)","2,2,2,2,2,2,2,2,2,2,2,2","25,25,25,25,25,25,25,25,25,25,25,25"
2567,Audienzzimmer,1743f3c7-98a3-4f12-8601-df47e087e1c1,1730-1737,1730.0,1737.0,PRESENCE_CHAMBERS,71K42,7,71
2582,Treppenhaus,95e70af5-3c27-4d94-931a-051f78a50ddd,1769,1769.0,1769.0,STAIRWELLS,"11N32,54F12,92B5,92B57,92B58(CADUCEUS),92B58(PETASUS),92C2,92C27,92C281,96A5(FORTUNA),96A5(INVIDIA)","1,5,9,9,9,9,9,9,9,9,9","11,54,92,92,92,92,92,92,92,96,96"
2600,Das Schlafzimmer in der so genannten Weimarischen Wohnung,8a05485f-9549-401f-8ff5-f801492f05f9,1685-1695,1685.0,1695.0,BEDROOMS,"23U22,31A511,92C2,94C113","2,3,9,9","23,31,92,94"
2609,Sommerspeisesaal,12eb95e0-c5c1-11e9-bae7-59743fb301a8,1766,1766.0,1766.0,BANQUET_HALLS,48A9875,4,48
2612,Das Schlafzimmer der Herzogin,73105e3c-7560-441b-8ba0-055014ab96b0,1680-1686,1680.0,1686.0,BEDROOMS,25HH,2,25
2618,Die ehemalige Schlosskapelle,10efbdd4-5d35-4cbc-b2ea-1f3c63e821d7,1707,1707.0,1707.0,ROYAL_CHAPELS_ROOMS,"11G,11H(HUBERT),11H(HUBERT)7","1,1,1","11,11,11"
2624,Die ehemalige Schlafkammer,f5398699-5f1a-4c5a-be6f-a89f8abf95ef,1678,1678.0,1678.0,BEDROOMS,"25H(+1),46C53","2,4","25,46"
2642,Kabinett (Gartenschlafzimmer),be83f011-4c32-4ff5-b137-c86b40fee8b4,1715-19,1715.0,1719.0,CABINETS_ROOMS,"92B35,92C35,92D42,92D423,92D424,96A43","9,9,9,9,9,9","92,92,92,92,92,96"
2651,"Das westliche Vorzimmer, so genannte ""Ritterstube""",55864625-c97f-478a-a181-65b04925962b,1690-1695,1690.0,1695.0,ANTEROOMS,11R7,1,11
2657,Die Schlosskapelle im Erdgeschoss,83997475-b8f7-4304-93de-4c5c846847ff,1769,1769.0,1769.0,ROYAL_CHAPELS_ROOMS,"11A1,11C1,11D,11D113,11D12(+3),11D42(+2),11D422(+2),11F,11F11,11F12,11F232,11G,11HH(ALACOQUE)34,11P31517,25F72(OYSTER)(+93),25FF3(PHOENIX),25GG3(LAUREL),25H,25H23,25HH11,26B2,31A2522,42A11,47I2211,47I2213,71A22,73D82(CROWN OF THORNS)(+2)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,4,7,7","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,25,25,25,25,25,26,31,42,47,47,71,73"
2663,Saal,c6f76603-7a08-4b5c-a98e-fb94a120a259,"1773, 1782",1773.0,1782.0,MAIN_HALLS,"25H23,46C223,61B11","2,4,4,4,4,4,6","25,46,46,46,46,46,61"
2666,Das obere Vestibül,b4f4f2d2-1d9a-482d-a25e-9d17cad6dbf3,1733-1735,1733.0,1735.0,VESTIBULES,"43C1113,92C3,92D1916,92E169","4,9,9,9","43,92,92,92"
2678,Der Innenraum des Pavillons,f5db2a68-c7aa-4e43-ac8c-48c070cec504,1740-1760,1740.0,1760.0,GUARD_HALLS,"33A,48C511,48C513,48C72","3,4,4,4","33,48,48,48"
2681,Der ehemalige Hauptsaal,4fda9144-9ad0-4938-8c26-51d13948ae7e,1784,1784.0,1784.0,MAIN_HALLS,"92B5,96B721,98B(ROMULUS)69,98B(TITUS)69","9,9,9,9","92,96,98,98"
2687,Gartensaal,bcacefcc-22d6-49e6-b6b1-66da43bf6035,1767-1767,1767.0,1767.0,HALLS,"23T22,25II1,31AA,48A9877,48C161,48C24,92D1916,92M1","2,2,3,4,4,4,9,9","23,25,31,48,48,48,92,92"
2690,Das ehemalige Treppenhaus,54637a15-eae9-40f1-9d20-847d6880aca2,1776,1776.0,1776.0,STAIRWELLS,"11M44,11O12,23A41,23A411,44B61,48C510,49C0,54F12,54FF12,59B32,92B5,92C271,92D1916,96B721","1,1,2,2,4,4,4,5,5,5,9,9,9,9","11,11,23,23,44,48,49,54,54,59,92,92,92,96"
2693,Tafelstube,8e6c7ff1-2c27-4194-b88e-61b3d5373f8b,1602-1604,1602.0,1604.0,MANSION_DINING_ROOMS,45K21,"4,4,4,4,4,4,4,4,4,4,4,4","45,45,45,45,45,45,45,45,45,45,45,45"
2699,Die Schlosskirche,ce5605e2-dc33-4b34-b96d-7b14ee52ca38,1705,1705.0,1705.0,ROYAL_CHAPELS_ROOMS,"11Q764,12A321,71A6,71C131,71E134,71E324,71M8,73B1,73C713,73D24,73D31(+3),73D6","1,1,7,7,7,7,7,7,7,7,7,7","11,12,71,71,71,71,71,73,73,73,73,73"
2720,Der Hauptsaal,169de797-d038-4838-9039-2053d791846b,1693-1696,1693.0,1696.0,MAIN_HALLS,"23D(+60),23D41,23D42,23D43,23D44,23R110,23R130,23R140,23R20,23U22,25G4111,31F2,41B32,43A433,44B191,44B192,47I1111,48B1410,48C10,48C20,48C510,55A12,58B2,59B31,59B32,92D1916,92D421,92D425,92D428,92D429","2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,5,5,5,5,9,9,9,9,9,9,9,9,9","23,23,23,23,23,23,23,23,23,23,25,31,41,43,44,44,47,48,48,48,48,55,58,59,59,92,92,92,92,92,92,92,92,92"
2723,Der östliche Kuppelsaal,1e059707-920c-4b92-b854-4020bb7f320b,1730-1740,1730.0,1740.0,HALLS,26A,2,26
2738,Das Vorzimmer,6cf62cf8-f419-4a48-8297-091eabdd735b,1730-1734,1730.0,1734.0,ANTEROOMS,"11M43,31A45231,71U42731,94L7,96A5(VIRTUS)","1,3,7,9,9","11,31,71,94,96"
2765,Der Kaisersaal,1ca21642-e5ec-47cf-9f4c-3276c8f87419,1709-1719,1709.0,1719.0,IMPERIAL_HALLS,44B112,"4,4","44,44"
2774,Das südliche Kabinett,a1bb628d-ffbb-4db4-89f0-45b0ab8af48d,1708-1711,1708.0,1711.0,CABINETS_ROOMS,"23R2,92B3,92B3711","2,9,9","23,92,92"
2798,Der Hauptsaal (Salon),b146449f-fdf5-4e83-a209-9aa006b60bf1,1727-1727,1727.0,1727.0,MAIN_HALLS,"11E541,11E544,11L51,11M33,11M44,11MM3(+0),11MM31,11MM32,11Q755,11S723,11S725,25F33(EAGLE),25F39(DOVE),44B091,44B61,44BB1,44BB17,44G0,44G312,45A20,45L311,46A18,48C510,48C901,49C12,49C121,49C122,49C123,49C124,49K10,51H42,56FF2,57A62,57A7,57BB13,71F1544,71F375,71U4,92C2,92D1916,92D222,98B(REGULUS, M.A.),98B(SCAEVOLA, C.M.)61","1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,7,7,7,9,9,9,9,9,9","11,11,11,11,11,11,11,11,11,11,11,25,25,44,44,44,44,44,44,44,45,45,45,46,48,48,49,49,49,49,49,49,51,56,57,57,57,71,71,71,92,92,92,92,98,98"
2810,Das Audienzzimmer der Herzogin,d7056df9-3b98-4ffa-a949-6a093c23f7b7,"1682-1685, 1747-1751",1682.0,1751.0,PRESENCE_CHAMBERS,94D1321,9,94
2834,Die so genannte Braune Galerie,815a2d78-af4a-4986-b05c-49b5dbb465b3,1681-1685,1681.0,1685.0,CORRIDORS,"48A9872,48A9879","4,4","48,48"
2861,Saal,72df9922-340f-42fa-b7cc-df0ef351cc57,1700-1702,1700.0,1702.0,HALLS,"44BB10,94L7","4,9","44,94"
2876,Festsaal des Ritterordens,f0f56864-30e2-44c0-a9b0-fd813cdca8fb,1725-1727,1725.0,1727.0,MAIN_HALLS,"46A1241(...)1(+0),57A612(+11)","4,5","46,57"
2879,Die Marmorgalerie,fd03f618-96ba-4182-826d-4aafba85946b,1745-1751,1745.0,1751.0,ANTE_HALLS,"11P31521,11Q621,11Q6251,11Q6252,11QQ621,25F35(COCKATOO),25F35(Parrot),25G(+32),25G21,25H11,25H212(+1),25H213,25I12,25I9,32B321,32B321(+3),32B33(COSSACKS),32B33(TATARS)(+2),32B3311(+51),32B342(+2),41A12,41A646,41C331,41C741,41D(+43),41D(+44),41D132,41D221,41D221(HENNIN),41D221(TURBAN),41D2632,41D26611,46E221,47I221,47I2213,48C149,48C161,48C1634,48C7323,49C3,61D(TIROL)","1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6","11,11,11,11,11,11,11,11,11,11,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,32,32,32,32,32,32,32,32,32,32,32,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,46,46,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,61,61"
2879,Die Marmorgalerie,fd03f618-96ba-4182-826d-4aafba85946b,1745-1751,1745.0,1751.0,LONG_GALLERIES,"11P31521,11Q621,11Q6251,11Q6252,11QQ621,25F35(COCKATOO),25F35(Parrot),25G(+32),25G21,25H11,25H212(+1),25H213,25I12,25I9,32B321,32B321(+3),32B33(COSSACKS),32B33(TATARS)(+2),32B3311(+51),32B342(+2),41A12,41A646,41C331,41C741,41D(+43),41D(+44),41D132,41D221,41D221(HENNIN),41D221(TURBAN),41D2632,41D26611,46E221,47I221,47I2213,48C149,48C161,48C1634,48C7323,49C3,61D(TIROL)","1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6","11,11,11,11,11,11,11,11,11,11,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,32,32,32,32,32,32,32,32,32,32,32,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,46,46,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,61,61"
2894,Treppenhaus,56d30ddd-4f9f-49ef-b3eb-cad607a2f54d,1719-1721,1719.0,1721.0,STAIRWELLS,"91C1,91C1(+4)","9,9","91,91"
2900,Schlosskapelle,0d37a00f-fc31-4669-ad24-360f0e7bf189,1755,1755.0,1755.0,ROYAL_CHAPELS_ROOMS,11B33,1,11
2909,Die ehemalige Retirade,a9fa86e5-faab-4af0-bae2-3cc82de983b0,1729-1732,1729.0,1732.0,CABINETS_ROOMS,23D4,"2,2","23,23"
2909,Die ehemalige Retirade,a9fa86e5-faab-4af0-bae2-3cc82de983b0,1729-1732,1729.0,1732.0,TOILET_ROOMS,23D4,"2,2","23,23"
2912,Oberes Vestibül/Gardesaal,47ecdf6d-0292-42f8-94d6-4647ee01f889,1706-1710,1706.0,1710.0,VESTIBULES,"44B191,44B192,44B193,45B433,46A1241(ADLERORDEN)1,46A1241(ELEFANTENORDEN)1","4,4,4,4,4,4","44,44,44,45,46,46"
2924,Das ehemalige Vorzimmer,b0292481-e085-4651-9103-cc856f7e59cd,1680,1680.0,1680.0,ANTEROOMS,71V,7,71
2939,Hauptsaal,b46b28df-bbf1-4616-a83f-92fce6aaf106,1796,1796.0,1796.0,MAIN_HALLS,"92C1,92C2,92C4","9,9,9","92,92,92"
2957,Der Treppenvorraum im Erdgeschoss,48a8486e-3c76-4955-95e1-2fc66feaabb6,1685-1695,1685.0,1695.0,VESTIBULES,"92B171,92B222,92D22,92E19","9,9,9,9","92,92,92,92"
2963,Audienzzimmer,c12dbd15-ba5d-4c9e-9955-d10b7294688e,1709,1709.0,1709.0,PRESENCE_CHAMBERS,"92B17,92B371,92B47,92B57,92C173,92C37,93A211,94L7","9,9,9,9,9,9,9,9","92,92,92,92,92,92,93,94"
2978,Vorderes Treppenhaus,7b5e6487-e55b-4a55-95e2-a69d94f6cf5d,1765–1766,1765.0,1766.0,STAIRWELLS,"25G4111,26A,45C15(BOW),47D8(CHISEL),47D8(HAMMER),47H6,48C10,48C20,48C510,48C5152,48C5153,49D511,49L51,49LL71,49M32,49MM32,57A68,92B373,92B38,92B38(LYRE),92B57,92B58(CADUCEUS),92B58(PETASUS),92B58(WINGEDSANDALS),92D1,92D156,92D19162,92D34","2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,9,9,9,9,9,9,9,9,9,9,9,9","25,25,25,26,45,47,47,47,47,47,47,48,48,48,48,48,49,49,49,49,49,57,92,92,92,92,92,92,92,92,92,92,92,92,92"
2984,Das Vestibül,703dc5fa-bc1e-4c96-93a5-7f0d686e9b96,1678-1690,1678.0,1690.0,VESTIBULES,"23O,23O32,23O33,23O41,23O42,23O43","2,2,2,2,2,2","23,23,23,23,23,23"
2987,Der Chorraum,e89d656c-5182-4fdd-87d4-3f3a1adaa58e,1716,1716.0,1716.0,ROYAL_CHAPELS_ROOMS,"11M3,11Q7141,73E7","1,1,7","11,11,73"
2990,Die Kapelle im Erdgeschoss,6aab253d-6cef-474a-8be0-20c49eca8eb0,1698-1700,1698.0,1700.0,CHAPELS_ROOMS,"73B25,73E1","7,7","73,73"
2996,Deutscher Saal,33a009aa-666a-4e23-9f1b-077eab4f680c,"1718–1719, 1723–1726",1718.0,1726.0,HALLS,"25B1,25B2,25B3,25B4,44B610,48C,57A71,59B32,91B111,91B1118(SCYTHE),92B222,92B3731,92B5,92B58(CADUCEUS),92B58(PETASUS),92C3,92K1,94L,96A23","2,2,2,2,4,4,5,5,9,9,9,9,9,9,9,9,9,9,9","25,25,25,25,44,48,57,59,91,91,92,92,92,92,92,92,92,94,96"
3002,Das sogenannte Rote Gemach,985635c1-5413-4448-8a9b-92dab2bf1362,1686-1688,1686.0,1688.0,ANTEROOMS,25HH,2,25
3005,Aeneas-Galerie,f90072c5-3904-4f09-982d-8521ed7a83fe,um 1700,1700.0,1700.0,LONG_GALLERIES,"25C12,45C1,91B2,92C152,96B66","2,4,9,9,9","25,45,91,92,96"
3023,Das Paradeaudienzgemach,f944709a-705e-47f6-8f59-b1b81bd46859,1718/1719,1718.0,1719.0,PRESENCE_CHAMBERS,"59C2(+1),94L","5,9","59,94"
3035,Der Festsaal im ersten Obergeschoss,44d1be18-0a04-4e39-b954-e1c9ab451943,"1715-1716, 1717",1715.0,1717.0,HALLS,"61B2(AUGUSTUS-II-THE-STRONG)1,61B2(AUGUSTUS-III-OF-POLAND)1,92C2,92D4,93F3,94L,94L71,94L8(GOLDEN-APPLES-OF-THE-HERESPIDES)","6,6,9,9,9,9,9,9","61,61,92,92,93,94,94,94"
3047,Der westliche Kuppelsaal,59b7bdfd-79b4-4f07-a8a1-6dd4bfcd3e90,1730-1740,1730.0,1740.0,HALLS,26A,2,26
3053,Das Treppenhaus,d4718c57-3d53-4c8d-928f-670142ed8073,1716-1718,1716.0,1718.0,STAIRWELLS,"11G,44B14,48C145,61B2(+5),61BB2(+5),92B1711,95A(PYRAMUS & THISBE)241,97AA1","1,4,4,6,6,9,9,9","11,44,48,61,61,92,95,97"
3056,Marmorsaal,6ad4b27e-5f38-46e9-99fe-9806b89ac5ac,1720,1720.0,1720.0,MAIN_HALLS,"23D42(+0),25F22,25F33(HAWK),25F36(Swan),25F711(Cicada),25G3(Laurel)(+22),25G4111,41A646,41A6712,44B191,46A1241(Order of Sincerity),49L16,92B378,92B38,92D1916,92E54","2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9","23,25,25,25,25,25,25,25,25,25,25,41,41,41,41,41,44,46,49,92,92,92,92,92,92,92,92,92,92"
3080,Schlosskapelle,15cca974-84cd-42a0-a133-e1b51a05e784,1773,1773.0,1773.0,ROYAL_CHAPELS_ROOMS,"31E23,45H3","3,4","31,45"
3083,Kapelle,b0f8a024-84eb-4a0e-8c94-d2c0bec3cfb5,1755–1758,1755.0,1758.0,ROYAL_CHAPELS_ROOMS,"11B33,11C11,11C15,11D3,11D6(+0),11E1,11G19,11G191,11G1911,11G23(+0),11H(FLORIAN)11,11Q7155(+3),11Q73211,12E63,13A1,22C31,22C311,25F42(VIPER),25G3,25H2311,25I,25I153,26A,31EE23411,41A3211,41A361,41A421,41A7211,41A771,41A7751,41AA1,41AA11,41D263,41D2666,43A433,44D311,44G3731,45B,45C11(SPEAR),45C12(CLUB),45C13(SWORD),45C14(HALBERD),45C22,45C221,45D1,45D1(+0),45K141,45K1412,45K1413,45K1441,46C131,46C21,47D8(ROPE),47G3,47G41,47G5,48C161,48C1623,49L15,49MM32,73F22,73F2212,73F2215,73F2216,73F2222,73F2223,73F2224(+0),73F22311,73F2233,73F22334,73F22335,73F22341,73F22351,73F22371,73F22372,73F22374,73F2243,73F3563","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,22,22,22,22,22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,26,26,26,26,31,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,49,49,49,49,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73"
3086,Der Festsaal,05805d33-3193-4fa5-bda4-b3793ee3e6e3,"1767-1775, 1804, 1871",1767.0,1775.0,MAIN_HALLS,"11M44,20,48C10,57A73,92C271,92D1916","1,2,4,5,9,9","11,20,48,57,92,92"
3089,Schlafgemach,8d69cb94-8cce-45e2-94a7-0fac0c9c12a4,1685/1690,1685.0,1690.0,BEDROOMS,94D132,9,94
3122,Mittelsaal,acca4253-39ed-44a0-bca5-748da9781cb4,1749,1749.0,1749.0,HALLS,23D4,2,23
3134,Der Hauptsaal,7543cc93-db14-4645-b69c-82c8f2a69560,1705-1715,1705.0,1715.0,MAIN_HALLS,"23D41,23D42,23D43,23D44,48C1451,92B1,92B2,92B3,92B5,92C1,92C18,92C2,92C3,92C4,92C5,92D1916,92D4,92H1,92L1,92L2,92L41,92L5,92M1,92N1,93E4,94L,96B721","2,2,2,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","23,23,23,23,48,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,94,96"
3143,Der Festsaal im 2. OG,54ac94bb-220e-49fe-8d87-b55c872a2520,1742,1742.0,1742.0,HALLS,"25F24(BOAR),25F26(HARE),25F33(Falcon),25F33(VULTURE),34B113,43C1147,43C11482,45A1,45A2,92B5,92C27,94P21","2,2,2,2,3,4,4,4,4,9,9,9","25,25,25,25,34,43,43,45,45,92,92,94"
3170,Das ehemalige Courzimmer,5d0fd891-2397-4cba-b85a-578eaaaaf64a,1680,1680.0,1680.0,ANTEROOMS,71F3,7,71
3182,Der Hauptsaal,7c757fec-f851-4d85-8f4c-4dd0cce6fee2,1725-1730,1725.0,1730.0,MAIN_HALLS,"25F36(Swan),91B111,92B171,92B373,92B4,92C1,92C3,92C4,92D1916,92D3,92D7,92D851,92H1,92L2,92M1,94L,96B721","2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","25,91,92,92,92,92,92,92,92,92,92,92,92,92,92,94,96"
3212,Mögliches Paradeschlafzimmer,0565fbd4-2f03-4989-b901-fc1081637148,1725-1726,1725.0,1726.0,BEDROOMS,"71D,71D1151,71D125,71D1271,71D1282,71D133,71D135","7,7,7,7,7,7,7,7,7,7,7,7","71,71,71,71,71,71,71,71,71,71,71,71"
3218,Ein Kabinett,5d89a4a4-89ad-486f-80a8-f72bd87f82f6,1695,1695.0,1695.0,CABINETS_ROOMS,"53C11,92D1916","5,9","53,92"
3236,Das sogenannte Grüne Gemach,9a2dec0c-b252-4e0f-9337-dcc0998fb60a,1686-1688,1686.0,1688.0,BEDROOMS,25HH,2,25
3245,Das Treppenhaus,7bde3355-6f7d-4e8c-bed9-86f816bdf323,1685-1695,1685.0,1695.0,STAIRWELLS,"24C217,44B112,92B4,92B53,92C2,92H1,94S","2,4,9,9,9,9,9","24,44,92,92,92,92,94"
3266,Kronprinzenvorzimmer,ecf01365-88f2-4b02-bdf8-097e510e80b2,1715-19,1715.0,1719.0,ANTEROOMS,"92B3711,92D1916","9,9","92,92"
3296,Das so genannte Jagdzimmer,7dc5a8fa-e9ae-40eb-bac0-0f83dd0674e1,1726-1727,1726.0,1727.0,ANTEROOMS,"43C11,43C111,43C112,43C1121,43C113,43C1132,43C114,92C3,92C351,92C3511,92C378,92C379,92C4915","4,4,4,4,4,4,4,4,9,9,9,9,9,9","43,43,43,43,43,43,43,43,92,92,92,92,92,92"
3308,Das Malzimmer,96419a3c-19b4-4528-8229-8167e61c70ac,"1779, 1783-1785",1779.0,1785.0,CABINETS_ROOMS,"48C510,92D1916","4,9","48,92"
3332,Der Zuschauerraum,766e547e-66a8-43db-91b8-6dfccf2a438f,"1664-1667, 1685-1686",1664.0,1686.0,THEATERS_ROOMS,"23R110,92B3711","2,9","23,92"
3335,Rittersaal,bbb96393-85a1-469c-93e3-cb4c2289fc61,1725-1727,1725.0,1727.0,MAIN_HALLS,"11M4(+0),92L6(+0),96B661","1,9,9","11,92,96"
3347,Die östliche Galerie (Fürstengang),1f264b8f-b868-414b-a1ab-3feceaf180bb,1715-19,1715.0,1719.0,LONG_GALLERIES,"23D41,23D42,23D43,96A5(ABUNDANTIA)","2,2,2,9","23,23,23,96"
3353,2. Paradevorkammer (798),24ce5337-8078-4d70-be6f-4161fee190fb,um 1701,1701.0,1701.0,ANTEROOMS,11MM44,1,11
3359,Großer Saal (Rittersaal),15685f4a-3727-4110-8967-1d8287431997,1601-1605,1601.0,1605.0,MAIN_HALLS,43C11,4,43
3386,Das Treppenhaus,1e6d5bb4-db82-4fb5-aea3-fd7c32078d6a,1726-1727,1726.0,1727.0,STAIRWELLS,"92H178,92H391,92I2","9,9,9","92,92,92"
3398,Kapelle,a45827e2-98b0-44ed-a9f8-7c480a1b7af2,1743,1743.0,1743.0,CHAPELS_ROOMS,11L54141,1,11
3934,Grafenloge,55b6b5bf-1ce4-43ec-808f-943292a46c87,um 1712,1712.0,1712.0,PATRONAGE_LODGES,"11D13152,11D3,11D324,11E1,11E4,11G1911,11M23,11M31,11M33,11M43,11M44,11Q112,11Q7141,11Q71411,11Q764,11R511,13A323,23U22,24A1,25F39(DOVE),25G11,25G3,25H13,25H138,25HH,25HH13811,25HH14,25HH217,25HH232,25I12,25II12,25II9,26A,26B,26B3,31A2221,31A2331,31A255,31A2554,31A2761(+0),31A511,31G332(+0),41A323,41A3281,41A3284,41A3321,41A4231,41B4,44G251,46B354(+0),46C21,46C22,46C221,46C223,46C2831,46CC21,48A9871,48A9875,48A9876,48C7352,49E254,58B213,58B213(+4),71A321,73E42,73E42(+3)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,7,7,7","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,23,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,31,31,31,31,31,31,31,31,31,31,41,41,41,41,41,41,41,41,41,44,46,46,46,46,46,46,46,48,48,48,48,48,48,48,48,48,48,48,48,48,49,58,58,71,73,73"
3948,Zentralraum,099b5a44-9351-43d7-b481-442c611c89e4,1742,1742.0,1742.0,ROYAL_CHAPELS_ROOMS,"11B333,11H(AMBROSIUS),11H(AUGUSTINE),11H(GREGORY),11H(JEROME),11H(JOHN)35,11H(LUKE)35,11H(MARK)35,11H(MATTHEW)35,11M41,11M42,11M43,11M44","1,1,1,1,1,1,1,1,1,1,1,1,1","11,11,11,11,11,11,11,11,11,11,11,11,11"
